2.2626223393967044,1.9577962067046562,,
,,,
2.619112562101577,1.859229468571698,,
2.1801862049759597,,,
0.23456183633294617,2.6449547812652168,2.546495006013886,
1.4288960211919892,2.5189531481335443,,
,,,
2.428154182320489,,,
,,,
2.595950365809786,,,
,,,
0.8953000576524447,,,
2.047255827526392,1.0850585969461661,,
1.491902615571994,,,
2.330012302974762,,,
0.23456183633294617,2.314950260274678,,
2.2249266070412745,,,
2.447669677527908,,,
,,,
1.3977680018433802,1.9367951080583623,,
2.161290781821807,,,
1.9581548439935668,2.378292468683711,,
,,,
,,,
0.8015034409197593,,,
,,,
,,,
1.1073109451091925,2.0580458571198004,,
1.1808828539522116,,,
1.1073109451091925,1.026045662680189,,
1.4288960211919892,,,
1.3215840091667554,1.2590923750153247,2.650527212308744,
0.8779398115747706,,,
2.432412562591958,,,
,,,
2.3486466228754845,1.519584151719335,2.71974101561604,
1.9581548439935668,1.6773830903900215,,
2.6726286543927826,,,
1.6543135955651507,,,
1.3215840091667554,1.5759721603683443,1.3591719280970527,
2.025183558399306,1.30373667144902,1.9908320060876783,
2.007669381452791,,,
1.1808828539522116,,,
1.859229468571698,2.6934378898483646,,
0.68274646406869,2.4361721630206015,,
2.6726286543927826,2.7071292063239936,,
0.68274646406869,2.6441234350345493,,
1.1776202360147185,,,
,,,
2.6567604518804884,,,
1.491902615571994,,,
,,,
2.007669381452791,,,
1.0640720835540005,,,
1.3977680018433802,1.3816561675054095,,
2.161290781821807,,,
2.2249266070412745,,,
,,,
,,,
2.6449547812652168,,,
0.8017270924239993,2.2000336637562903,2.6511339250868837,
,,,
2.3445073995402717,,,
2.047255827526392,0.9760630020502374,2.656748222700959,
2.097318151390015,,,
2.5189531481335443,,,
2.3127681332296186,,,
,,,
2.1801862049759597,2.197538606408355,,
,,,
2.594883240513708,,,
1.2590923750153247,1.5759721603683443,2.4389404397041314,
1.7997503092859684,,,
,,,
0.8015034409197593,,,
2.378292468683711,1.6773830903900215,2.445879085346364,
,,,
0.8779398115747706,,,
2.3486466228754845,2.339888864555504,,
,,,
2.025183558399306,0.8017270924239993,2.004126892480831,
2.428154182320489,1.7997503092859684,,
2.3511545882222222,,,
2.6567604518804884,,,
2.2000336637562903,,,
1.30373667144902,2.6511339250868837,2.004126892480831,1.8080569663415904
,,,
2.432412562591958,2.468688734535129,,
,,,
,,,
,,,
0.8887580442665646,,,
2.097318151390015,,,
1.519584151719335,2.339888864555504,,
2.7071292063239936,,,
1.0850585969461661,0.9760630020502374,,
1.6475935126030257,,,
0.8887580442665646,,,
,,,
,,,
,,,
,,,
1.9908320060876783,1.8080569663415904,,
0.8953000576524447,,,
,,,
1.6543135955651507,,,
1.9279055976297597,,,
2.028885801532532,,,
,,,
2.656748222700959,,,
0.689987225767304,,,
2.197538606408355,,,
2.2055551897999948,,,
2.546495006013886,2.314950260274678,2.3127681332296186,
2.3522174734208794,,,
,,,
2.6934378898483646,1.9279055976297597,,
2.650527212308744,1.3591719280970527,2.4389404397041314,1.6475935126030257
2.4361721630206015,2.6441234350345493,2.594883240513708,2.468688734535129
0.689987225767304,,,
2.3445073995402717,2.028885801532532,,
2.447669677527908,2.445879085346364,,
,,,
,,,
,,,
,,,
1.1776202360147185,,,
,,,
,,,
1.0640720835540005,,,
,,,
,,,
1.9367951080583623,1.3816561675054095,,
2.0580458571198004,1.026045662680189,,
2.330012302974762,2.71974101561604,2.2055551897999948,
,,,
